Country/area,Type,Age Category,Capacity (MW),Capacity %
Nepal,Hydropower,0-9 years,1.873,74.03162055335967
Nepal,Hydropower,10-19 years,0.134,5.296442687747035
Nepal,Hydropower,20-29 years,0.286,11.304347826086957
Nepal,Hydropower,30-39 years,0.113,4.466403162055336
Nepal,Hydropower,40-49 years,0.089,3.517786561264822
Nepal,Hydropower,50+ years,0.035,1.383399209486166
Netherlands,Coal,0-9 years,1.1,31.428571428571427
Netherlands,Coal,10-19 years,2.4,68.57142857142857
Netherlands,Coal,20-29 years,0.0,0.0
Netherlands,Coal,30-39 years,0.0,0.0
Netherlands,Coal,40-49 years,0.0,0.0
Netherlands,Coal,50+ years,0.0,0.0
Netherlands,Oil and gas,0-9 years,0.19,1.3532763532763532
Netherlands,Oil and gas,10-19 years,7.5934,54.08404558404558
Netherlands,Oil and gas,20-29 years,3.309,23.568376068376068
Netherlands,Oil and gas,30-39 years,2.5983,18.50641025641026
Netherlands,Oil and gas,40-49 years,0.3493,2.4878917378917382
Netherlands,Oil and gas,50+ years,0.0,0.0
Netherlands,Utility-scale solar,0-9 years,3.7610071726618703,99.86139975735159
Netherlands,Utility-scale solar,10-19 years,0.00522,0.13860024264841786
Netherlands,Utility-scale solar,20-29 years,0.0,0.0
Netherlands,Utility-scale solar,30-39 years,0.0,0.0
Netherlands,Utility-scale solar,40-49 years,0.0,0.0
Netherlands,Utility-scale solar,50+ years,0.0,0.0
Netherlands,Wind,0-9 years,8.5153,82.59823654370325
Netherlands,Wind,10-19 years,1.702,16.509365330332805
Netherlands,Wind,20-29 years,0.092,0.8923981259639356
Netherlands,Wind,30-39 years,0.0,0.0
Netherlands,Wind,40-49 years,0.0,0.0
Netherlands,Wind,50+ years,0.0,0.0
Netherlands,Nuclear,0-9 years,0.0,0.0
Netherlands,Nuclear,10-19 years,0.0,0.0
Netherlands,Nuclear,20-29 years,0.0,0.0
Netherlands,Nuclear,30-39 years,0.0,0.0
Netherlands,Nuclear,40-49 years,0.0,0.0
Netherlands,Nuclear,50+ years,0.515,100.0
Netherlands,Bioenergy,0-9 years,0.6,37.9746835443038
Netherlands,Bioenergy,10-19 years,0.292,18.48101265822785
Netherlands,Bioenergy,20-29 years,0.181,11.455696202531646
Netherlands,Bioenergy,30-39 years,0.285,18.037974683544302
Netherlands,Bioenergy,40-49 years,0.059,3.7341772151898733
Netherlands,Bioenergy,50+ years,0.163,10.316455696202532
New Caledonia,Coal,0-9 years,0.0,0.0
New Caledonia,Coal,10-19 years,0.37,100.0
New Caledonia,Coal,20-29 years,0.0,0.0
New Caledonia,Coal,30-39 years,0.0,0.0
New Caledonia,Coal,40-49 years,0.0,0.0
New Caledonia,Coal,50+ years,0.0,0.0
New Caledonia,Oil and gas,0-9 years,0.198,78.26086956521739
New Caledonia,Oil and gas,10-19 years,0.0,0.0
New Caledonia,Oil and gas,20-29 years,0.0,0.0
New Caledonia,Oil and gas,30-39 years,0.055,21.73913043478261
New Caledonia,Oil and gas,40-49 years,0.0,0.0
New Caledonia,Oil and gas,50+ years,0.0,0.0
New Caledonia,Utility-scale solar,0-9 years,0.09570000000000001,100.0
New Caledonia,Utility-scale solar,10-19 years,0.0,0.0
New Caledonia,Utility-scale solar,20-29 years,0.0,0.0
New Caledonia,Utility-scale solar,30-39 years,0.0,0.0
New Caledonia,Utility-scale solar,40-49 years,0.0,0.0
New Caledonia,Utility-scale solar,50+ years,0.0,0.0
New Caledonia,Wind,0-9 years,0.0,0.0
New Caledonia,Wind,10-19 years,0.0275,71.42857142857143
New Caledonia,Wind,20-29 years,0.011,28.57142857142857
New Caledonia,Wind,30-39 years,0.0,0.0
New Caledonia,Wind,40-49 years,0.0,0.0
New Caledonia,Wind,50+ years,0.0,0.0
New Caledonia,Hydropower,0-9 years,0.0,0.0
New Caledonia,Hydropower,10-19 years,0.0,0.0
New Caledonia,Hydropower,20-29 years,0.0,0.0
New Caledonia,Hydropower,30-39 years,0.0,0.0
New Caledonia,Hydropower,40-49 years,0.0,0.0
New Caledonia,Hydropower,50+ years,0.068,100.0
New Zealand,Coal,0-9 years,0.0,0.0
New Zealand,Coal,10-19 years,0.0,0.0
New Zealand,Coal,20-29 years,0.0,0.0
New Zealand,Coal,30-39 years,0.0,0.0
New Zealand,Coal,40-49 years,0.75,100.0
New Zealand,Coal,50+ years,0.0,0.0
New Zealand,Oil and gas,0-9 years,0.1,7.027406886858749
New Zealand,Oil and gas,10-19 years,0.713,50.10541110330288
New Zealand,Oil and gas,20-29 years,0.498,34.996486296556576
New Zealand,Oil and gas,30-39 years,0.112,7.8706957132817985
New Zealand,Oil and gas,40-49 years,0.0,0.0
New Zealand,Oil and gas,50+ years,0.0,0.0
New Zealand,Utility-scale solar,0-9 years,0.1182860606060606,100.0
New Zealand,Utility-scale solar,10-19 years,0.0,0.0
New Zealand,Utility-scale solar,20-29 years,0.0,0.0
New Zealand,Utility-scale solar,30-39 years,0.0,0.0
New Zealand,Utility-scale solar,40-49 years,0.0,0.0
New Zealand,Utility-scale solar,50+ years,0.0,0.0
New Zealand,Wind,0-9 years,0.574,46.553122465531224
New Zealand,Wind,10-19 years,0.5,40.55150040551501
New Zealand,Wind,20-29 years,0.159,12.895377128953772
New Zealand,Wind,30-39 years,0.0,0.0
New Zealand,Wind,40-49 years,0.0,0.0
New Zealand,Wind,50+ years,0.0,0.0
New Zealand,Hydropower,0-9 years,0.0,0.0
New Zealand,Hydropower,10-19 years,0.0,0.0
New Zealand,Hydropower,20-29 years,0.0,0.0
New Zealand,Hydropower,30-39 years,0.432,8.863356585966352
New Zealand,Hydropower,40-49 years,0.968,19.860484201887566
New Zealand,Hydropower,50+ years,3.474,71.27615921214608
New Zealand,Bioenergy,0-9 years,0.0,0.0
New Zealand,Bioenergy,10-19 years,0.0,0.0
New Zealand,Bioenergy,20-29 years,0.039,100.0
New Zealand,Bioenergy,30-39 years,0.0,0.0
New Zealand,Bioenergy,40-49 years,0.0,0.0
New Zealand,Bioenergy,50+ years,0.0,0.0
New Zealand,Geothermal,0-9 years,0.283,20.93659835762373
New Zealand,Geothermal,10-19 years,0.566,41.87319671524746
New Zealand,Geothermal,20-29 years,0.1965,14.537249389657466
New Zealand,Geothermal,30-39 years,0.1182,8.74454390767182
New Zealand,Geothermal,40-49 years,0.0,0.0
New Zealand,Geothermal,50+ years,0.188,13.908411629799511
Nicaragua,Oil and gas,0-9 years,0.1477,32.96875
Nicaragua,Oil and gas,10-19 years,0.0,0.0
Nicaragua,Oil and gas,20-29 years,0.1943,43.370535714285715
Nicaragua,Oil and gas,30-39 years,0.0,0.0
Nicaragua,Oil and gas,40-49 years,0.106,23.660714285714285
Nicaragua,Oil and gas,50+ years,0.0,0.0
Nicaragua,Utility-scale solar,0-9 years,0.037064599999999996,96.60254575801694
Nicaragua,Utility-scale solar,10-19 years,0.00130354,3.397454241983062
Nicaragua,Utility-scale solar,20-29 years,0.0,0.0
Nicaragua,Utility-scale solar,30-39 years,0.0,0.0
Nicaragua,Utility-scale solar,40-49 years,0.0,0.0
Nicaragua,Utility-scale solar,50+ years,0.0,0.0
Nicaragua,Wind,0-9 years,0.0,0.0
Nicaragua,Wind,10-19 years,0.189,100.0
Nicaragua,Wind,20-29 years,0.0,0.0
Nicaragua,Wind,30-39 years,0.0,0.0
Nicaragua,Wind,40-49 years,0.0,0.0
Nicaragua,Wind,50+ years,0.0,0.0
Nicaragua,Hydropower,0-9 years,0.0,0.0
Nicaragua,Hydropower,10-19 years,0.0,0.0
Nicaragua,Hydropower,20-29 years,0.0,0.0
Nicaragua,Hydropower,30-39 years,0.0,0.0
Nicaragua,Hydropower,40-49 years,0.0,0.0
Nicaragua,Hydropower,50+ years,0.104,100.0
Nicaragua,Bioenergy,0-9 years,0.082,100.0
Nicaragua,Bioenergy,10-19 years,0.0,0.0
Nicaragua,Bioenergy,20-29 years,0.0,0.0
Nicaragua,Bioenergy,30-39 years,0.0,0.0
Nicaragua,Bioenergy,40-49 years,0.0,0.0
Nicaragua,Bioenergy,50+ years,0.0,0.0
Nicaragua,Geothermal,0-9 years,0.0104,6.824146981627297
Nicaragua,Geothermal,10-19 years,0.072,47.24409448818898
Nicaragua,Geothermal,20-29 years,0.0,0.0
Nicaragua,Geothermal,30-39 years,0.035,22.965879265091864
Nicaragua,Geothermal,40-49 years,0.035,22.965879265091864
Nicaragua,Geothermal,50+ years,0.0,0.0
Niger,Coal,0-9 years,0.03,100.0
Niger,Coal,10-19 years,0.0,0.0
Niger,Coal,20-29 years,0.0,0.0
Niger,Coal,30-39 years,0.0,0.0
Niger,Coal,40-49 years,0.0,0.0
Niger,Coal,50+ years,0.0,0.0
Niger,Oil and gas,0-9 years,0.189,100.0
Niger,Oil and gas,10-19 years,0.0,0.0
Niger,Oil and gas,20-29 years,0.0,0.0
Niger,Oil and gas,30-39 years,0.0,0.0
Niger,Oil and gas,40-49 years,0.0,0.0
Niger,Oil and gas,50+ years,0.0,0.0
Niger,Utility-scale solar,0-9 years,0.0344,100.0
Niger,Utility-scale solar,10-19 years,0.0,0.0
Niger,Utility-scale solar,20-29 years,0.0,0.0
Niger,Utility-scale solar,30-39 years,0.0,0.0
Niger,Utility-scale solar,40-49 years,0.0,0.0
Niger,Utility-scale solar,50+ years,0.0,0.0
Nigeria,Coal,0-9 years,0.195,56.60377358490566
Nigeria,Coal,10-19 years,0.1495,43.39622641509434
Nigeria,Coal,20-29 years,0.0,0.0
Nigeria,Coal,30-39 years,0.0,0.0
Nigeria,Coal,40-49 years,0.0,0.0
Nigeria,Coal,50+ years,0.0,0.0
Nigeria,Oil and gas,0-9 years,1.85,17.08533431843369
Nigeria,Oil and gas,10-19 years,5.192,47.949759881787955
Nigeria,Oil and gas,20-29 years,0.936,8.644255633542668
Nigeria,Oil and gas,30-39 years,0.6,5.541189508681197
Nigeria,Oil and gas,40-49 years,2.25,20.779460657554488
Nigeria,Oil and gas,50+ years,0.0,0.0
Nigeria,Utility-scale solar,0-9 years,0.044518,100.0
Nigeria,Utility-scale solar,10-19 years,0.0,0.0
Nigeria,Utility-scale solar,20-29 years,0.0,0.0
Nigeria,Utility-scale solar,30-39 years,0.0,0.0
Nigeria,Utility-scale solar,40-49 years,0.0,0.0
Nigeria,Utility-scale solar,50+ years,0.0,0.0
Nigeria,Wind,0-9 years,0.01,100.0
Nigeria,Wind,10-19 years,0.0,0.0
Nigeria,Wind,20-29 years,0.0,0.0
Nigeria,Wind,30-39 years,0.0,0.0
Nigeria,Wind,40-49 years,0.0,0.0
Nigeria,Wind,50+ years,0.0,0.0
Nigeria,Hydropower,0-9 years,0.7,25.56610664718773
Nigeria,Hydropower,10-19 years,0.1,3.6523009495982466
Nigeria,Hydropower,20-29 years,0.0,0.0
Nigeria,Hydropower,30-39 years,0.6,21.91380569758948
Nigeria,Hydropower,40-49 years,0.578,21.110299488677867
Nigeria,Hydropower,50+ years,0.76,27.757487216946675
North Korea,Coal,0-9 years,0.8,24.615384615384617
North Korea,Coal,10-19 years,0.0,0.0
North Korea,Coal,20-29 years,0.0,0.0
North Korea,Coal,30-39 years,0.25,7.6923076923076925
North Korea,Coal,40-49 years,0.9,27.692307692307693
North Korea,Coal,50+ years,1.3,40.0
North Korea,Hydropower,0-9 years,0.234,7.251317012705299
North Korea,Hydropower,10-19 years,0.47,14.564611093895257
North Korea,Hydropower,20-29 years,0.2,6.197706848466067
North Korea,Hydropower,30-39 years,0.0,0.0
North Korea,Hydropower,40-49 years,0.71,22.00185931205454
North Korea,Hydropower,50+ years,1.613,49.98450573287884
North Korea,Nuclear,0-9 years,0.0,0.0
North Korea,Nuclear,10-19 years,0.0,0.0
North Korea,Nuclear,20-29 years,0.0,0.0
North Korea,Nuclear,30-39 years,0.0,0.0
North Korea,Nuclear,40-49 years,0.005,100.0
North Korea,Nuclear,50+ years,0.0,0.0
North Macedonia,Coal,0-9 years,0.0,0.0
North Macedonia,Coal,10-19 years,0.0,0.0
North Macedonia,Coal,20-29 years,0.0,0.0
North Macedonia,Coal,30-39 years,0.233,28.276699029126213
North Macedonia,Coal,40-49 years,0.591,71.72330097087378
North Macedonia,Coal,50+ years,0.0,0.0
North Macedonia,Oil and gas,0-9 years,0.0,0.0
North Macedonia,Oil and gas,10-19 years,0.22,52.63157894736842
North Macedonia,Oil and gas,20-29 years,0.0,0.0
North Macedonia,Oil and gas,30-39 years,0.0,0.0
North Macedonia,Oil and gas,40-49 years,0.198,47.368421052631575
North Macedonia,Oil and gas,50+ years,0.0,0.0
North Macedonia,Utility-scale solar,0-9 years,0.07168028797587636,100.0
North Macedonia,Utility-scale solar,10-19 years,0.0,0.0
North Macedonia,Utility-scale solar,20-29 years,0.0,0.0
North Macedonia,Utility-scale solar,30-39 years,0.0,0.0
North Macedonia,Utility-scale solar,40-49 years,0.0,0.0
North Macedonia,Utility-scale solar,50+ years,0.0,0.0
North Macedonia,Wind,0-9 years,0.036,49.31506849315068
North Macedonia,Wind,10-19 years,0.037,50.68493150684932
North Macedonia,Wind,20-29 years,0.0,0.0
North Macedonia,Wind,30-39 years,0.0,0.0
North Macedonia,Wind,40-49 years,0.0,0.0
North Macedonia,Wind,50+ years,0.0,0.0
North Macedonia,Hydropower,0-9 years,0.0,0.0
North Macedonia,Hydropower,10-19 years,0.0,0.0
North Macedonia,Hydropower,20-29 years,0.082,18.385650224215247
North Macedonia,Hydropower,30-39 years,0.0,0.0
North Macedonia,Hydropower,40-49 years,0.0,0.0
North Macedonia,Hydropower,50+ years,0.364,81.61434977578476
Norway,Oil and gas,0-9 years,0.0,0.0
Norway,Oil and gas,10-19 years,0.294,100.0
Norway,Oil and gas,20-29 years,0.0,0.0
Norway,Oil and gas,30-39 years,0.0,0.0
Norway,Oil and gas,40-49 years,0.0,0.0
Norway,Oil and gas,50+ years,0.0,0.0
Norway,Wind,0-9 years,3.5458000000000003,81.94970879171674
Norway,Wind,10-19 years,0.576,13.312378663215307
Norway,Wind,20-29 years,0.205,4.737912545067948
Norway,Wind,30-39 years,0.0,0.0
Norway,Wind,40-49 years,0.0,0.0
Norway,Wind,50+ years,0.0,0.0
Norway,Hydropower,0-9 years,1.105,4.0942606246989515
Norway,Hydropower,10-19 years,0.832,3.082737411538034
Norway,Hydropower,20-29 years,0.729,2.701100448330801
Norway,Hydropower,30-39 years,3.348,12.405053910852569
Norway,Hydropower,40-49 years,6.552,24.27655711586202
Norway,Hydropower,50+ years,14.423,53.44029048871762
Oman,Oil and gas,0-9 years,4.9567,36.533089617252735
Oman,Oil and gas,10-19 years,6.892,50.797113733352006
Oman,Oil and gas,20-29 years,1.719,12.669796649395254
Oman,Oil and gas,30-39 years,0.0,0.0
Oman,Oil and gas,40-49 years,0.0,0.0
Oman,Oil and gas,50+ years,0.0,0.0
Oman,Utility-scale solar,0-9 years,1.1694,69.89859503465343
Oman,Utility-scale solar,10-19 years,0.503595,30.101404965346575
Oman,Utility-scale solar,20-29 years,0.0,0.0
Oman,Utility-scale solar,30-39 years,0.0,0.0
Oman,Utility-scale solar,40-49 years,0.0,0.0
Oman,Utility-scale solar,50+ years,0.0,0.0
Oman,Wind,0-9 years,0.05,100.0
Oman,Wind,10-19 years,0.0,0.0
Oman,Wind,20-29 years,0.0,0.0
Oman,Wind,30-39 years,0.0,0.0
Oman,Wind,40-49 years,0.0,0.0
Oman,Wind,50+ years,0.0,0.0
Pakistan,Coal,0-9 years,8.3295,100.0
Pakistan,Coal,10-19 years,0.0,0.0
Pakistan,Coal,20-29 years,0.0,0.0
Pakistan,Coal,30-39 years,0.0,0.0
Pakistan,Coal,40-49 years,0.0,0.0
Pakistan,Coal,50+ years,0.0,0.0
Pakistan,Oil and gas,0-9 years,5.993,29.387967262795023
Pakistan,Oil and gas,10-19 years,5.1648000000000005,25.326710048203527
Pakistan,Oil and gas,20-29 years,5.0789,24.90548088286495
Pakistan,Oil and gas,30-39 years,3.736,18.32028127712368
Pakistan,Oil and gas,40-49 years,0.42,2.0595605290128334
Pakistan,Oil and gas,50+ years,0.0,0.0
Pakistan,Utility-scale solar,0-9 years,0.8272118619246862,88.07510801977274
Pakistan,Utility-scale solar,10-19 years,0.112,11.924891980227256
Pakistan,Utility-scale solar,20-29 years,0.0,0.0
Pakistan,Utility-scale solar,30-39 years,0.0,0.0
Pakistan,Utility-scale solar,40-49 years,0.0,0.0
Pakistan,Utility-scale solar,50+ years,0.0,0.0
Pakistan,Wind,0-9 years,1.641,84.54404945904173
Pakistan,Wind,10-19 years,0.3,15.455950540958268
Pakistan,Wind,20-29 years,0.0,0.0
Pakistan,Wind,30-39 years,0.0,0.0
Pakistan,Wind,40-49 years,0.0,0.0
Pakistan,Wind,50+ years,0.0,0.0
Pakistan,Hydropower,0-9 years,4.343,38.25757575757576
Pakistan,Hydropower,10-19 years,0.584,5.1444679351656095
Pakistan,Hydropower,20-29 years,1.634,14.393939393939394
Pakistan,Hydropower,30-39 years,1.07,9.425651867512332
Pakistan,Hydropower,40-49 years,3.478,30.637773079633547
Pakistan,Hydropower,50+ years,0.243,2.1405919661733614
Pakistan,Nuclear,0-9 years,2.88,81.58640226628894
Pakistan,Nuclear,10-19 years,0.325,9.206798866855523
Pakistan,Nuclear,20-29 years,0.325,9.206798866855523
Pakistan,Nuclear,30-39 years,0.0,0.0
Pakistan,Nuclear,40-49 years,0.0,0.0
Pakistan,Nuclear,50+ years,0.0,0.0
Pakistan,Bioenergy,0-9 years,0.101,50.0
Pakistan,Bioenergy,10-19 years,0.101,50.0
Pakistan,Bioenergy,20-29 years,0.0,0.0
Pakistan,Bioenergy,30-39 years,0.0,0.0
Pakistan,Bioenergy,40-49 years,0.0,0.0
Pakistan,Bioenergy,50+ years,0.0,0.0
Palau,Utility-scale solar,0-9 years,0.013311,100.0
Palau,Utility-scale solar,10-19 years,0.0,0.0
Palau,Utility-scale solar,20-29 years,0.0,0.0
Palau,Utility-scale solar,30-39 years,0.0,0.0
Palau,Utility-scale solar,40-49 years,0.0,0.0
Palau,Utility-scale solar,50+ years,0.0,0.0
Palestine,Oil and gas,0-9 years,0.14,100.0
Palestine,Oil and gas,10-19 years,0.0,0.0
Palestine,Oil and gas,20-29 years,0.0,0.0
Palestine,Oil and gas,30-39 years,0.0,0.0
Palestine,Oil and gas,40-49 years,0.0,0.0
Palestine,Oil and gas,50+ years,0.0,0.0
Palestine,Utility-scale solar,0-9 years,0.0254,85.3781512605042
Palestine,Utility-scale solar,10-19 years,0.00435,14.621848739495796
Palestine,Utility-scale solar,20-29 years,0.0,0.0
Palestine,Utility-scale solar,30-39 years,0.0,0.0
Palestine,Utility-scale solar,40-49 years,0.0,0.0
Palestine,Utility-scale solar,50+ years,0.0,0.0
Panama,Oil and gas,0-9 years,1.051,81.40975987606507
Panama,Oil and gas,10-19 years,0.24,18.590240123934933
Panama,Oil and gas,20-29 years,0.0,0.0
Panama,Oil and gas,30-39 years,0.0,0.0
Panama,Oil and gas,40-49 years,0.0,0.0
Panama,Oil and gas,50+ years,0.0,0.0
Panama,Utility-scale solar,0-9 years,0.45475626717557255,97.86560162664385
Panama,Utility-scale solar,10-19 years,0.009918,2.134398373356143
Panama,Utility-scale solar,20-29 years,0.0,0.0
Panama,Utility-scale solar,30-39 years,0.0,0.0
Panama,Utility-scale solar,40-49 years,0.0,0.0
Panama,Utility-scale solar,50+ years,0.0,0.0
Panama,Wind,0-9 years,0.3365,100.0
Panama,Wind,10-19 years,0.0,0.0
Panama,Wind,20-29 years,0.0,0.0
Panama,Wind,30-39 years,0.0,0.0
Panama,Wind,40-49 years,0.0,0.0
Panama,Wind,50+ years,0.0,0.0
Panama,Hydropower,0-9 years,0.0,0.0
Panama,Hydropower,10-19 years,0.607,43.700503959683225
Panama,Hydropower,20-29 years,0.12,8.639308855291576
Panama,Hydropower,30-39 years,0.0,0.0
Panama,Hydropower,40-49 years,0.662,47.6601871850252
Panama,Hydropower,50+ years,0.0,0.0
Papua New Guinea,Oil and gas,0-9 years,0.058,100.0
Papua New Guinea,Oil and gas,10-19 years,0.0,0.0
Papua New Guinea,Oil and gas,20-29 years,0.0,0.0
Papua New Guinea,Oil and gas,30-39 years,0.0,0.0
Papua New Guinea,Oil and gas,40-49 years,0.0,0.0
Papua New Guinea,Oil and gas,50+ years,0.0,0.0
Papua New Guinea,Utility-scale solar,0-9 years,0.00087,100.0
Papua New Guinea,Utility-scale solar,10-19 years,0.0,0.0
Papua New Guinea,Utility-scale solar,20-29 years,0.0,0.0
Papua New Guinea,Utility-scale solar,30-39 years,0.0,0.0
Papua New Guinea,Utility-scale solar,40-49 years,0.0,0.0
Papua New Guinea,Utility-scale solar,50+ years,0.0,0.0
Papua New Guinea,Hydropower,0-9 years,0.054,28.723404255319153
Papua New Guinea,Hydropower,10-19 years,0.0,0.0
Papua New Guinea,Hydropower,20-29 years,0.0,0.0
Papua New Guinea,Hydropower,30-39 years,0.134,71.27659574468085
Papua New Guinea,Hydropower,40-49 years,0.0,0.0
Papua New Guinea,Hydropower,50+ years,0.0,0.0
Papua New Guinea,Geothermal,0-9 years,0.0,0.0
Papua New Guinea,Geothermal,10-19 years,0.03,100.0
Papua New Guinea,Geothermal,20-29 years,0.0,0.0
Papua New Guinea,Geothermal,30-39 years,0.0,0.0
Papua New Guinea,Geothermal,40-49 years,0.0,0.0
Papua New Guinea,Geothermal,50+ years,0.0,0.0
Paraguay,Utility-scale solar,0-9 years,0.0018011,100.0
Paraguay,Utility-scale solar,10-19 years,0.0,0.0
Paraguay,Utility-scale solar,20-29 years,0.0,0.0
Paraguay,Utility-scale solar,30-39 years,0.0,0.0
Paraguay,Utility-scale solar,40-49 years,0.0,0.0
Paraguay,Utility-scale solar,50+ years,0.0,0.0
Paraguay,Hydropower,0-9 years,0.0,0.0
Paraguay,Hydropower,10-19 years,0.0,0.0
Paraguay,Hydropower,20-29 years,0.0,0.0
Paraguay,Hydropower,30-39 years,0.0,0.0
Paraguay,Hydropower,40-49 years,0.0,0.0
Paraguay,Hydropower,50+ years,0.21,100.0
Peru,Oil and gas,0-9 years,2.3403,32.85830618892508
Peru,Oil and gas,10-19 years,4.295,60.30270695271256
Peru,Oil and gas,20-29 years,0.31060000000000004,4.3608895877794
Peru,Oil and gas,30-39 years,0.0573,0.80450409974166
Peru,Oil and gas,40-49 years,0.1192,1.6735931708412894
Peru,Oil and gas,50+ years,0.0,0.0
Peru,Utility-scale solar,0-9 years,0.359102,79.2611165800707
Peru,Utility-scale solar,10-19 years,0.09396,20.738883419929284
Peru,Utility-scale solar,20-29 years,0.0,0.0
Peru,Utility-scale solar,30-39 years,0.0,0.0
Peru,Utility-scale solar,40-49 years,0.0,0.0
Peru,Utility-scale solar,50+ years,0.0,0.0
Peru,Wind,0-9 years,1.3059,90.1926928655294
Peru,Wind,10-19 years,0.142,9.807307134470612
Peru,Wind,20-29 years,0.0,0.0
Peru,Wind,30-39 years,0.0,0.0
Peru,Wind,40-49 years,0.0,0.0
Peru,Wind,50+ years,0.0,0.0
Peru,Hydropower,0-9 years,1.267,22.820605187319885
Peru,Hydropower,10-19 years,0.592,10.662824207492795
Peru,Hydropower,20-29 years,0.697,12.554034582132564
Peru,Hydropower,30-39 years,0.256,4.610951008645533
Peru,Hydropower,40-49 years,0.21,3.7824207492795385
Peru,Hydropower,50+ years,2.53,45.569164265129686
Peru,Bioenergy,0-9 years,0.0,0.0
Peru,Bioenergy,10-19 years,0.038,100.0
Peru,Bioenergy,20-29 years,0.0,0.0
Peru,Bioenergy,30-39 years,0.0,0.0
Peru,Bioenergy,40-49 years,0.0,0.0
Peru,Bioenergy,50+ years,0.0,0.0
Philippines,Coal,0-9 years,6.3978,50.605897614377014
Philippines,Coal,10-19 years,2.3735999999999997,18.774916155160412
Philippines,Coal,20-29 years,3.271,25.873251914193506
Philippines,Coal,30-39 years,0.3,2.3729671581345317
Philippines,Coal,40-49 years,0.3,2.3729671581345317
Philippines,Coal,50+ years,0.0,0.0
Philippines,Oil and gas,0-9 years,1.4457,21.726454366480816
Philippines,Oil and gas,10-19 years,1.1154000000000002,16.762597496280492
Philippines,Oil and gas,20-29 years,3.0078,45.20220615860897
Philippines,Oil and gas,30-39 years,0.4352,6.540328519258802
Philippines,Oil and gas,40-49 years,0.0,0.0
Philippines,Oil and gas,50+ years,0.65,9.768413459370914
Philippines,Utility-scale solar,0-9 years,2.8727334096385544,95.64958757714913
Philippines,Utility-scale solar,10-19 years,0.13066,4.35041242285087
Philippines,Utility-scale solar,20-29 years,0.0,0.0
Philippines,Utility-scale solar,30-39 years,0.0,0.0
Philippines,Utility-scale solar,40-49 years,0.0,0.0
Philippines,Utility-scale solar,50+ years,0.0,0.0
Philippines,Wind,0-9 years,0.416,49.82035928143713
Philippines,Wind,10-19 years,0.394,47.185628742514965
Philippines,Wind,20-29 years,0.025,2.9940119760479043
Philippines,Wind,30-39 years,0.0,0.0
Philippines,Wind,40-49 years,0.0,0.0
Philippines,Wind,50+ years,0.0,0.0
Philippines,Hydropower,0-9 years,0.045,1.309662398137369
Philippines,Hydropower,10-19 years,0.0,0.0
Philippines,Hydropower,20-29 years,0.66,19.20838183934808
Philippines,Hydropower,30-39 years,0.08,2.3282887077997674
Philippines,Hydropower,40-49 years,1.938,56.40279394644936
Philippines,Hydropower,50+ years,0.713,20.750873108265424
Philippines,Bioenergy,0-9 years,0.088,38.427947598253276
Philippines,Bioenergy,10-19 years,0.141,61.572052401746724
